193;37.5000
432;62.5000
493;50.0000
434;75.0000
433;75.0000
436;87.5000
435;50.0000
265;25.0000
42;128.5714
224;42.8571
281;14.2857
3;42.8571
375;14.2857
20;57.1429
11;42.8571
352;7.6923
361;7.6923
340;7.6923
355;7.6923
346;7.6923
336;7.6923
369;7.6923
342;7.6923
354;7.6923
351;7.6923
356;7.6923
344;7.6923
367;7.6923
436;25.0000
432;50.0000
433;50.0000
434;25.0000
469;13.9535
459;13.9535
470;2.3256
461;134.8837
456;4.6512
370;2,751.1628
468;32.5581
478;16.2791
496;2.3256
486;6.9767
473;20.9302
458;69.7674
353;1,672.0930
466;20.9302
372;2,376.7442
471;2.3256
453;18.6047
491;55.8140
464;20.9302
480;9.3023
490;4.6512
477;18.6047
479;16.2791
463;18.6047
460;48.8372
483;39.5349
488;2.3256
492;2.3256
465;25.5814
476;9.3023
474;37.2093
485;13.9535
481;2.3256
497;39.5349
457;11.6279
455;9.3023
462;11.6279
489;2.3256
482;2.3256
467;32.5581
472;20.9302
454;2.3256
475;27.9070
432;20.0000
434;20.0000
433;20.0000
435;20.0000
436;20.0000
436;25.0000
435;25.0000
432;50.0000
434;25.0000
280;66.6667
307;33.3333
63;200.0000
432;20.0000
332;60.0000
436;20.0000
433;20.0000
434;20.0000
432;80.0000
435;40.0000
436;120.0000
433;80.0000
434;80.0000
435;284.6154
360;7.6923
353;7.6923
26;7.6923
432;438.4615
370;7.6923
4;7.6923
436;307.6923
350;7.6923
434;369.2308
493;46.1538
433;392.3077
180;7.6923
432;20.0000
435;40.0000
434;40.0000
433;40.0000
436;40.0000
85;25.0000
324;25.0000
348;50.0000
149;25.0000
435;27.2727
19;18.1818
28;9.0909
372;9.0909
434;18.1818
203;27.2727
433;27.2727
370;9.0909
432;18.1818
436;18.1818
193;181.8182
362;6.4516
338;3.2258
348;6.4516
345;3.2258
352;3.2258
335;3.2258
354;12.9032
373;6.4516
341;6.4516
360;3.2258
366;6.4516
359;16.1290
351;12.9032
346;6.4516
336;3.2258
368;3.2258
361;6.4516
370;12.9032
374;9.6774
353;12.9032
339;3.2258
371;9.6774
367;3.2258
340;6.4516
357;9.6774
349;3.2258
344;6.4516
358;3.2258
342;9.6774
376;6.4516
372;6.4516
374;7.6923
372;7.6923
346;7.6923
356;7.6923
340;7.6923
361;7.6923
358;15.3846
345;7.6923
371;7.6923
375;7.6923
362;7.6923
336;15.3846
359;15.3846
435;20.0000
434;20.0000
436;20.0000
432;20.0000
433;20.0000
246;22.2222
432;33.3333
314;22.2222
266;11.1111
433;33.3333
436;33.3333
435;33.3333
434;33.3333
181;22.2222
434;25.0000
432;25.0000
435;50.0000
433;25.0000
421;8.3333
404;8.3333
402;8.3333
397;8.3333
414;8.3333
412;8.3333
400;8.3333
406;8.3333
419;8.3333
409;8.3333
423;8.3333
416;8.3333
434;33.3333
433;50.0000
436;33.3333
4;16.6667
435;16.6667
432;66.6667
436;60.0000
435;40.0000
432;40.0000
433;40.0000
434;60.0000
379;200.0000
378;200.0000
433;50.0000
434;25.0000
435;25.0000
432;50.0000
383;8.3333
268;25.0000
271;8.3333
332;8.3333
255;16.6667
233;8.3333
251;25.0000
381;16.6667
65;8.3333
167;8.3333
253;25.0000
325;8.3333
387;3.8462
235;3.8462
261;1.9231
178;1.9231
426;1.9231
233;1.9231
255;3.8462
376;1.9231
297;3.8462
384;3.8462
288;3.8462
249;5.7692
407;1.9231
6;5.7692
42;1.9231
268;3.8462
331;1.9231
381;1.9231
280;1.9231
425;1.9231
251;3.8462
188;1.9231
222;1.9231
380;1.9231
248;11.5385
28;1.9231
81;3.8462
180;3.8462
123;3.8462
253;3.8462
382;5.7692
418;1.9231
155;3.8462
59;1.9231
333;3.8462
281;3.8462
1;1.9231
327;1.9231
250;1.9231
75;5.7692
36;3.8462
117;13.4615
383;7.6923
259;3.8462
392;1.9231
310;3.8462
298;1.9231
308;1.9231
334;1.9231
197;1.9231
300;1.9231
26;5.7692
305;1.8868
309;1.8868
300;1.8868
382;5.6604
271;1.8868
287;1.8868
375;1.8868
418;1.8868
347;1.8868
392;1.8868
27;1.8868
166;1.8868
391;5.6604
229;1.8868
6;1.8868
362;1.8868
358;3.7736
348;7.5472
376;1.8868
118;1.8868
327;1.8868
388;1.8868
10;1.8868
297;1.8868
73;5.6604
378;1.8868
308;1.8868
203;1.8868
387;1.8868
380;11.3208
379;1.8868
381;1.8868
41;1.8868
390;1.8868
425;1.8868
25;1.8868
81;1.8868
50;1.8868
384;1.8868
256;1.8868
385;5.6604
444;5.6604
314;1.8868
396;5.6604
117;1.8868
18;3.7736
222;3.7736
86;1.8868
178;1.8868
103;1.8868
111;1.8868
42;7.5472
189;1.8868
433;20.0000
435;20.0000
434;20.0000
436;20.0000
432;20.0000
195;8.3333
66;8.3333
227;8.3333
42;8.3333
167;8.3333
39;16.6667
207;8.3333
210;8.3333
243;8.3333
63;8.3333
177;8.3333
197;8.3333
183;20.0000
359;20.0000
155;540.0000
300;20.0000
288;20.0000
332;30.7692
418;23.0769
407;38.4615
306;7.6923
427;7.6923
426;38.4615
381;7.6923
288;61.5385
260;169.2308
330;15.3846
425;23.0769
322;38.4615
328;23.0769
418;40.0000
407;80.0000
426;80.0000
260;40.0000
425;40.0000
428;14.2857
398;14.2857
399;14.2857
405;14.2857
403;14.2857
401;14.2857
430;14.2857
268;1.6854
113;0.5618
386;0.5618
291;1.6854
310;0.5618
201;0.5618
148;0.5618
338;2.2472
213;2.2472
382;6.1798
317;0.5618
51;1.1236
135;0.5618
143;0.5618
208;1.6854
173;0.5618
350;2.8090
266;1.1236
234;0.5618
104;0.5618
90;0.5618
155;0.5618
42;10.6742
376;2.8090
167;0.5618
358;3.3708
97;0.5618
369;0.5618
18;3.9326
333;0.5618
180;2.8090
348;2.2472
57;0.5618
188;1.1236
393;2.2472
177;0.5618
448;0.5618
228;0.5618
21;7.8652
207;0.5618
306;1.6854
444;6.7416
298;1.1236
257;0.5618
136;2.2472
119;1.1236
368;1.1236
336;0.5618
87;1.1236
174;1.1236
362;6.7416
379;1.6854
396;4.4944
330;2.8090
9;0.5618
38;0.5618
297;1.1236
331;2.2472
105;1.1236
149;1.1236
300;1.1236
259;0.5618
339;2.2472
206;2.2472
142;1.1236
315;0.5618
28;6.7416
62;0.5618
498;0.5618
48;0.5618
381;3.3708
387;3.3708
447;0.5618
239;0.5618
361;1.1236
501;1.6854
54;0.5618
392;4.4944
309;1.6854
445;2.8090
246;0.5618
26;3.9326
63;4.4944
276;1.1236
211;2.2472
391;1.6854
371;0.5618
39;1.6854
49;2.8090
278;0.5618
162;0.5618
248;1.1236
183;0.5618
347;1.6854
378;2.2472
281;0.5618
322;1.6854
210;0.5618
385;1.6854
67;0.5618
86;0.5618
269;1.6854
41;0.5618
345;0.5618
308;1.1236
307;5.6180
275;0.5618
100;0.5618
329;0.5618
324;4.4944
6;4.4944
233;1.6854
77;0.5618
357;1.6854
194;0.5618
8;3.3708
375;2.2472
25;0.5618
332;1.6854
302;1.1236
394;1.6854
245;0.5618
24;0.5618
195;1.6854
360;0.5618
280;1.1236
311;0.5618
70;0.5618
196;0.5618
1;0.5618
288;1.6854
265;1.1236
93;0.5618
124;0.5618
237;1.1236
282;0.5618
303;0.5618
270;0.5618
499;0.5618
178;2.2472
15;1.1236
27;0.5618
118;2.8090
140;2.2472
325;1.6854
217;0.5618
94;2.8090
389;1.1236
446;3.3708
117;8.9888
377;1.1236
10;1.1236
221;1.6854
224;0.5618
240;0.5618
227;0.5618
163;0.5618
145;1.6854
218;0.5618
359;0.5618
65;2.2472
380;5.6180
151;0.5618
35;0.5618
271;1.6854
314;0.5618
179;0.5618
7;0.5618
252;0.5618
384;0.5618
250;0.5618
138;0.5618
91;0.5618
388;0.5618
33;2.2472
165;0.5618
73;0.5618
46;0.5618
280;2.5641
232;2.5641
167;2.5641
444;5.1282
177;2.5641
81;2.5641
178;7.6923
314;2.5641
117;2.5641
72;2.5641
389;5.1282
66;5.1282
354;2.5641
155;2.5641
136;15.3846
377;2.5641
382;2.5641
80;2.5641
380;5.1282
357;2.5641
160;5.1282
381;2.5641
317;2.5641
85;5.1282
302;2.5641
28;2.5641
391;10.2564
36;2.5641
303;5.1282
396;2.5641
383;2.5641
42;2.5641
325;2.5641
393;5.1282
388;2.5641
100;2.5641
64;2.5641
88;5.1282
99;2.5641
434;66.6667
433;50.0000
436;33.3333
435;33.3333
432;83.3333
4;16.6667
375;25.0000
257;25.0000
283;50.0000
280;100.0000
458;25.0000
461;75.0000
491;50.0000
460;50.0000
162;4.5455
57;4.5455
248;4.5455
360;4.5455
80;4.5455
246;9.0909
107;22.7273
103;4.5455
72;4.5455
234;4.5455
338;4.5455
350;22.7273
376;4.5455
26;22.7273
